,country,description,total_model_predict
6960,US,"Rich and oaky, with lavish flavors of vanilla custard, smoky meringue and créme brulée. The fruit consists of ripe pineapples and Meyer lemons.",US
6961,US,"This is all Sundance vineyard, beautifully executed. It's got a ton of character, intensity, and brilliant, bright fruit. The acids are natural and flavors run through the citrus spectrum, from lime to pineapple, with great persistence.",US
6962,US,"Big and bold, a ripe, oaky Chardonnay that needs some time in the cellar to come together. Offers tiers of apricot, pear, peach and nectarine flavors, with a stony minerality and crisp acidity that makes the mouth water. Bone dry and complex, this Chablisian Chardonnay will blossom some time in 2010.",US
6963,US,"A lush expression of buttered brioche, Key lime, toasted nuts and light tropical fruit, nicely woven together. It gains fullness as it breathes and opens up right in the mouth. The finish extends and details beautifully, without relying on superripe fruit or excessive oak.",US
6964,US,"Achieves the alchemy of well-toasted oak and perfectly ripe fruit to produce this luscious, creamy Chardonnay. Mangoes, papayas, pineapple custard, caramel, vanilla, it's all there, along with crisp, balancing acidity.",US
6965,US,"This is a really nice Chardonnay. Sebastiani knows how to make a balanced varietal wine, and this clean, ripe Chardonnay completely satisfies, with fruity flavors and a rich balance of creamy oak, coastal acidity and spicy oak.",US
6966,US,"Represents a very nice value in a refreshing, balanced Chardonnay. The wine, which was aged in lots of new American oak and stirred on the lees, is rich and creamy, with citrus, mineral and yeasty flavors that are brightened by crisp acidity.",US
6967,US,"Shows the crisp acidity that usually marks Carneros Chards, and also an earthy, freshly picked herb quality to the jammy peach, pineapple and green apple flavors. Consider it a food-worthy Chardonnay. Drink now.",US
6968,US,"There's massive flavor in this wine, made from young Dijon clone vines. It's a real bomb blast of juicy apricot, pineapple custard, white peach nectar, tapioca and honeysuckle, with a tangy mineral flourish. Almost too rich for its own good, but retains balance, with good acidity.",US
6969,US,"Made in a softly flamboyant style, with massive flavors of citrus and tropical fruits, buttered toast, cinnamon and crème brûlée, firmed with stony minerals. Tons of stuffing in this opulent Chardonnay, which was aged in 50% new oak.",US
6970,US,"There's a lot of oak on this Chard, sourced from multiple vineyards, and the barrel influences currently dominate, with the vanilla, butterscotch and caramel flavors many people confuse with the taste of Chardonnay itself. In this case, the underlying pineapple, pear and green apple fruit is ample enough to support all that weight.",US
6971,US,"Ripe, lush and immediately attractive, this Chard offers rich tiers of pineapple custard, pear marmalade, vanilla, buttered toast, toasted coconut and Asian spice flavors. It's a strong, flamboyant wine that calls for equally strong foods, like lobster.",US
6972,US,"Lush enough to drink now, with decanting, but this powerfully ripe Chard will benefit from limited aging. It's explosive in oak-infused pineapple, papaya, peach, green apple and Asian spice flavors, but right now the oak is not integrated with the fruit, making for a disjointed quality. Give it until mid-2008, and for a couple years after.",US
6973,US,"Shows the richness of fruit, as well as oak, that has lately characterized this Monterey-grown Chardonnay, with very ripe pineapple and crème brûlée flavors. Feels somewhat obvious, lacking the subtle appeal of the 2007. Drink now.",US
6974,US,"Marked by a lean minerality, this Chablis-style wine is not one of those fat, opulent Chards that dazzles with sheer richness. It's more subtle than that, and more acidic. Structure, in fact, is the name of the game here, with its lemon and lime flavors that barely break into green apples. Fine now, if not served too cold, and for the next 2–4 years. Beyond that, wines of this kind go quickly downhill.",US
6975,US,"Pure and detailed, this lovely Chardonnay carves its way through the palate with layers of pear tart, apple crisp, brioche and almond paste. It is an elegant wine, light and penetrating, with a finish that seems to linger forever.",US
6976,US,"Brisk and ripe, this Chard, from a cool region on San Luis Obispo, shows a classic profile of pure kiwi and lime fruit flavor. A layer of oak adds caramel, butterscotch and vanilla flavors. It all finishes in a long, spicy swirl of orange blossom honey.",US
6977,US,"There's a minerality to this pleasantly dry Chard, a stony tang that dominates, although you'll find pineapple underpinnings. It's a leaner, more elegant style, and the winemaker has tried to enrich it with oak, sur lie aging and 50% malolactic fermentation.",US
6978,US,"This is a new, reserve-style wine from veteran Ferrari-Carano. It shows its cool-climate origins in the brisk acidity that boosts well-ripened pineapple tart, green apple sauce, and Key lime pie flavors. It's also extremely oaky, and would be a better wine if it had less barrel influence.",US
6979,US,"I found the winery's regular '04 disappointing. This commemorative bottling is oakier and much riper in tropical fruit flavors, with non-malolactic crisp acidity and a buttercream texture. Somehow, though, it lacks the power and follow-through a great Chard should have, especially at this price.",US
6980,US,"Lots of rich, ripe, forward fruit in this well-oaked wine, with tart green apple, pineapple, lime and kiwi flavors. It's stylishly dry, with a nice, creamy finish.",US
6981,US,"Made in a less ripe style, with citrusy, herbal flavors that are well-oaked and leesy, this very dry Chard displays both elegance and a long finish. If you're into aging Chardonnays, try cellaring this through 2010. Should be fine.",US
6982,US,"Lots of flash in this relatively inexpensive Chardonnay, which shares many of the qualities of far more expensive wines. Flamboyantly ripe tropical fruit, opulent oak with creamy buttered toast and vanilla, a rich, voluptuous texture, waves of complexity and crisp, balancing cool-climate acidity—it's all there.",US
6983,US,"Bright acids liven up very ripe papaya, pineapple and Key lime pie flavors, wrapped in a rich, creamy texture. The wine finishes with lots of spicy, smoky oak.",US
6984,US,"This Chard is straightforward and tasty, showing the bright acidity and laser-pure fruit that Edna Valley is known for. The Meyer lemon, lime and kiwi flavors are firmed up with brilliant acidity leading to an impressively long, spicy finish.",US
6985,US,"Younger and a bit more raw than the '03, and the oak is sticking out more boldly, but this should be a fine bottle in much the same fashion as its predecessor in a year or so. There's a purity throughout that's outstanding.",US
6986,US,"Tight, taut and lemony, a Chablis-like Chardonnay of extreme dryness and minerality. Shows mouthwatering flavors of flint, Meyer lemons and limes, with a touch of smoky oak. Very fine and elegant, a beautiful Chardonnay that will support, not overwhelm, food.",US
6987,US,"This unoaked Chard is bright and exuberant in ripe green fruits, such as Granny Smith apples, kiwis, limes, table grapes and mangoes. Acidity in this cool vintage is very high, and when I tasted it, it still had some fizzy fermentation. Technically this is a flaw, but it didn't interefere with my enjoyment.",France
6988,US,"Don't look for richness at this price, but you will find a clean, straightforward wine, with supple, ripe fruit flavors and surprising midpalate weight. There's nothing flabby, watery, thin or fake about it.",France
6989,US,"Big and bold, a Chard that shows off its terroir in the crisp, citrusy acidity and clean purity of fruit. The flavors veer toward pineapples and green tropical fruits. Oak plays a very prominent role, perhaps a little too much so, in this dry wine.",US
6990,US,"This is aromatic and enchanting, loaded with very pretty scents of citrus blossom and lime. The fruit blends sweet apple, lemon/lime and juicy white peach. It's a luscious Chardonnay that relies on the perfectly ripened fruit to deliver the flavors, and succeeds beautifully. All Dijon clones, with a splash of Viognier lifting up the nose.",US
6991,US,"Gallo has held this Chard more than 4 years before release; the reason may be an acidic tightness that still dominates the wine. It's deep in mineral-infused apricot and quince fruit. The barrel regimen consisted of 100% new oak. It's a big, absolutely dry, almost rasping wine, and may be one of those rare California Chards capable of aging. See what it does after 2008.",US
6992,US,"Shows slightly sweet flavors of pineapple marmalade, green apple tart, honeysuckle and buttered toast, fortunately balanced with crisp, citrusy acidity. It was made from grapes grown in the Los Alamos region of Santa Barbara County.",US
6993,US,"Tastes of new oak and is also acidic, a combo that makes the mouthfeel rather harsh and salty, despite obviously well-ripened fruit. May settle down and show softer, lusher notes in a year or so.",US
6994,US,"Shows classic Edna Valley Chardonnay structure and flavor, a brightly acidic, minerally wine with a great burst of Key lime pie, ripe kiwi, pineapple custard, honey and vanilla oak flavors.",US
6995,US,"From a cool appellation in a cool vintage, a balanced, drily crisp Chardonnay. Oak dominates, with toast, butterscotch and vanilla notes riding high over underlying green apple and kiwi fruit.",US
6996,US,"This soft and seductive wine is reminiscent of a good Chassagne-Montrachet from a relatively warm year. It has the same ripe, lightly tropical fruit, inflected with citrus and buoyed by firm acidity. The use of oak is restrained, the balance perfect, and the finish long and satisfying.",US
6997,US,"Lots to like in this dry, fruity Chardonnay. It has flavors of tropical fruits, buttered toast and caramel, wrapped into a rich, creamy mouthfeel. But it's pretty acidic, if you're sensitive to prickliness in your wines.",US
6998,US,"Very dry, with apricot, hard mineral and citrus flavors, this Chard gets better as it breathes and warms up in the glass. It's a bit quirky, but has terroir-inspired complexity and interest.",US
6999,US,"A little weedy, despite lots of flashy oak. The pineapples and peaches have notes of dried dill and thyme, and the finish is dry and crisp. Nice with broiled halibut in a thyme-butter sauce.",US
7000,US,"Big, bold, and buttery, with plenty of oaky micro-popcorn flavors. Don't look for subtlety, but you get plenty of flavor.",US
7001,US,"It's all there in this Chardonnay, with barrel influences of butterscotch and toast, crisp Russian River acidity, and ripe flavors of pineapples, Meyer lemons, limes and green apples. Feels a bit sharp, so don't over-chill, and you can even give it a decant.",US
7002,US,"A very rich, somewhat jammy Chardonnay, brimming with pie-filling flavors of pineapples, pears and peaches. Oak adds even richer notes of crème brûlée and buttered toast. Drink now.",US
7003,US,"Ultradry and tart in acidity, this is not a Chardonnay for those looking for richness. With citrus and mineral flavors, it's suggestive of a young, minor Chablis. Clean and vibrant. Drink now.",US
7004,US,"The vineyard is on the Carneros border, and this Chard has lots of juicy acidity, which may also be due to the winemaker picking the grapes at a relatively low ripeness level. The pepper- and mineral-infused flavors suggest peaches and grapefruits, enriched with new oak and lees. This is an extremely dry, food-friendly wine.",US
7005,US,"Almost sweet in pineapple custard, marzipan and butterscotch flavors, and there may even be a bit of residual sugar in this honey-rich Chard. Saved by a crisp backbone of acidity.",US
7006,US,"Shows what is becoming the classic profile of unoaked, cool-climate Chard. Clean, crisp and minerally, the wine shows high-toned flavors of ripe kiwis, limes, passionfruit, pineapples, green apples, vanilla and cinnamon-spice. A match for scallops with mango salsa.",US
7007,US,"Good everyday Chard, with direct flavors of pineapples and kiwis, and the buttercream and smoky vanillins that oak barrels contribute. Finishes dry and crisp.",US
7008,US,"Still quite young yet unmistakably lush, this bottling immediately shows fresh apples, white peach and plenty of new oak from 100% barrel fermentation. The lip-smacking acidity keeps fruit and oak in balance; all that is needed is a bit more bottle age. Decant it if you plan to drink it immediately.",US
7009,US,"Rich and full bodied, this is a tremendously ripe Chardonnay that explodes with peach custard, orange popsicle, pineapple, crème brûlée and cinnamon spice flavors, leading to a long, fruity finish.",US
7010,US,"The big acidity on this wine and the citrus fruit flavors make it kind of austere and minerally. But partial new oak and sur lie aging add some richness. This is a very dry, elegant, structural Chard meant for food. Try with a firm white fish topped with a fruity salsa.",US
7011,US,"Polished and fruity, with ripe peach custard, nectarine, pear and spicy green apple flavors enriched with the vanilla and buttered toast of oak barrels. Crisp acidity makes the wine racy.",US
7012,US,"Much like the winery's pleasing Pinot Gris, this Dijon clone Chard is made in a clean, lightly herbal style. Roughly half was barrel fermented and half in stainless, all resting sur lie for twelve months. Along with the crisp apple flavors and sweet grass are hints of wet stone and a gentle impression of bourbon barrel.",US
7013,US,"Here's a fine, distinctive Chardonnay. It possesses classic Edna acidity and forward citrus and mineral flavors, with a luscious interweaving of honeysuckle. The wine is thoroughly dry and quite delicious.",France
7014,US,"A terrific Chardonnay. You won't miss the oak at all. Offers a wealth of pineapple pie, Meyer lemon sorbet, green apple jam and vanilla flavors, brightened by clean, crisp coastal acidity. Sommeliers, buy this one in quantity. Easy to find, with 45,000 cases produced.",US
7015,US,"This is a big, oaky, creamy Chardonnay, but it retains the crisp acidity and overall control to be balanced and even elegant despite its size. Shows potent flavors of pineapple-infused crème brûlée, butterscotch and vanilla custard. Drink now.",US
7016,US,"Bright and zesty, with flavors of limes, kiwi fruit, green apples and pineapples, accompanied by crisp acidity. Could almost be an Edna Valley Chardonnay. Oak plays only a supporting role.",US
7017,US,"Mer Soleil Chards seem to get bigger, riper and oakier every year. Of course, this is the winery's style, and when it works, the results can be fabulously rich, but this caramelized wine seems a little top-heavy.",US
7018,US,"Fogarty's basic '05 Chard shows an exciting crispness and minerality that, good as it is, makes you long for the single-vineyard bottlings to come. There's an elegant angularity to the wine despite the succulent pineapples, kiwis and new oak, and a brisk acidity that makes it finish vibrantly clean.",US
7019,US,"The 2006 Chardonnay is another excellent bottle from this Oregon négociant, offering ripe and luscious fruit flavors of pear, apple, quince and kiwi. As the wine broadens out across the palate, streaks of spice, nutmeg, honey and graham cracker appear. It retains its acidic underpinnings through a generous, creamy finish.",US
7020,US,"Very ripe and fruity, a Chardonnay that trades sheer opulence for subtlety or complexity. Offers oak-inspired flavors of buttered toast, pineapple Lifesaver candy, lemondrop and vanilla crème brûlée in a creamy texture.",US
7021,US,"Many wineries have taken fruit from this vineyard, generally with good results. The '05 Lucas & Lewellen shows its terroir, with a cool-climate crispness backing up ripe pineapple tart, nectarine and papaya flavors. But the oak-inspired caramel, char and butterscotch is a bit heavy-handed.",US
7022,US,"Here's your basic straightforward upscale California Chard. It's forward in tropical fruit and oaky butterscotch and vanilla char flavors, wrapped into a creamy texture. There's a touch of green in the finish, though.",US
7023,US,"Here's a rich Chardonnay with tropical fruit pastry flavors that have a dusty, dried herb edge, and lots of creamy oak. The wine is a bit soft. The fruit and spice flavors reprise on the long-lasting finish.",US
7024,US,"Richer and tarter than Kenwood's regular '05 Chard, this wine shows the acidity and green apple flavors of the central part of the valley. Bosc pears, Meyer lemons and white peaches pleasantly complicate things as you continue to sip.",US
7025,US,"What a nice wine for this price. It's so dry and crisp and minerally and easy to drink, with enough sophistication to satisfy even fussy wine snobs. The subtle flavors include lemons, limes and smoky oak.",US
7026,US,"Pavilion has a perfect record with Chardonnay, four vintages in a row with a consistent score. The ‘06 like its predecessors is ripe and satisfying, with good varietal character. The peach and pineapple flavors have creamy, smoky nuances.",US
7027,US,"Although it has spent quite a bit of time in bottle, this wine still seems overweighted to its oak – the barrel flavors, woody and slightly bitter, overwhelm the golden apple fruit. It seems to be fading already, a bit past its peak.",US
7028,US,"Pretty nice for a Chard of this everyday price. Made by 7-Eleven for sale in their stores, it's dry and creamy, with good varietal flavors of peaches, pears and apple butter, and is a good value.",US
7029,US,"Acidity marks this Chardonnay. It gives a tart, mouth-cleansing citrusy scour to the lemon and lime and pineapple flavors that finish so dry. It's a minimalist wine, with a minerally frame, and quite good with shellfish.",US
7030,US,"Nice and dry, with crisp, citrusy acidity and a touch of creamy oak. Shows savory flavors of Meyer lemons, limes and tingly Asian spices, with a touch of green apple butter. Clean and food-friendly.",US
7031,US,"Really nice, fragrant and floral with lovely clover and peach highlights. It's dusty and elegant, a truly stylish and very affordable Chardonnay. There's just a bit of sharpness in the finish, gently fading into toast.",US
7032,US,"Lots of oak on this fresh, young Chard. It's a bit too heavy on the char, toast, vanilla, and woodsap, and not enough about the peaches, pears and pineapples.",US
7033,US,"Light and pleasant, but not up to the richness of the sensational 2005. This has light flavors suggestive of pineapple, cracker and a hint of mint. It's pleasant drinking, but generic.",US
7034,US,"There's no oak to give fans their daily dose of buttered toast and vanilla. But there is plenty of pure, unadulterated fruit—apricots and peaches to be exact. It's a rich, spicy wine that advances the argument for no-oak Chard.",US
7035,US,"This is St. Supery's other Chardonnay, the oaked one. It's not super-oaky, but it does have buttercream and vanilla notes in addition to the wine's apricot, peach and tangerine flavors. It's a very dry, somewhat tart but elegant wine.",US
7036,US,Aromas of apple and tropical fruit on this rich Chardonnay lead into vanilla and honey on the palate. The wine is full and opulent in the mouth but not overwrought. Good balance and a lingering finish add to the appeal.,US
7037,US,"With jammy peach, apricot, pear and pineapple fruit flavors, this is a pretty nice everyday Chard, at a fair price. It has a creamy texture and a spicy aftertaste.",US
7038,US,"With racy acidity, this palate-cleansing Chard shows a firm minerality undergirding Key lime pie filling and oaky, vanilla flavors. Fully dry, it's a good food Chard. Try with a creamy mushroom risotto.",US
7039,US,"Grown in the region between Carneros and Yountville, this Chard has good acidity, with juicy lime, peach, mango and smoky oak flavors. It's a great food Chardonnay, with a round, supple quality that is very high toned.",US
7040,US,"The estate is in the southern end of the appellation, toward Paso Robles, and this full-bodied Chard smacks of apricot preserves, with a spicy, peppery edge. It's adequately acidic and oaked, with a rich, creamy texture.",US
7041,US,"The vineyard is on the cooler western edge of Paso Robles, and this bottling has been getting better over the years. The '07 is the best yet, a dry, crisp wine of richness and polish. Shows pineapple, nectarine and guava flavors, with a subtle minerality, creamy mouthfeel, and a fine coating of smoky oak.",US
7042,US,"Fancy, with racy acidity and rich oak framing ripe natural flavors of pineapple brûlée, pear concentrate and Meyer lemon essence. Rich, but balanced and elegant.",US
7043,US,"This wine is very, very dry and minerally-lean, with a scour of acidity. The cleansing mouthfeel and the versatility it shows at the table with food are pluses.",US
7044,US,"With no oak influences at all, this Chard is on the acidic side, with bright, clean flavors of green grapes, yellow apricots and fresh pineapples. It's dry, but rich in fruity essence.",US
7045,US,"This unoaked Chardonnay offers great complexity at an affordable everyday price. It's dry and elegantly balanced with crisp acids. Rich flavors of pineapples, Meyer lemons, limes and vanilla  hardly need wood for richness.",US
7046,US,"Shows the very dry herbal, floral and tobacco flavors that often mark Napa Chardonnays (and the vineyard is on the Napa side of Carneros). But there's a good core of tropical citrus fruits, while oak adds needed richness of smoky vanilla and buttered toast. Drink now.",US
7047,US,"This is a ripely fruity wine with a dollop of French oak that's a textbook example of Lodi. Soft in acids, with powerful tropical fruit, nectarine, peach, pear and apple flavors, it offers clean, easy drinking.",US
7048,US,"Pretty good wine for 10 bucks. It's dry and crisp, in the Monterey style, with good citrus fruit and mineral flavors that are accented by sweet oak.",US
7049,US,"Bone dry, acidic and minerally, this isn't very Chard-like in terms of richness of fruit. But it's clean and pleasantly sippable, with modest apple and lime flavors.",US
7050,US,"Alderbrook's winemaker could have made a big, fruity wine in this warm vintage, but seems to have decided to make a more delicate, higher-acid Chard instead. This food-friendly sipper has nice peach, apple and pineapple flavors, and is balanced, dry and elegant.",US
7051,US,"This is all Birch Creek vineyard, barrel fermented, 100% malo, about one third new wood, one third one year, the rest neutral. It's a soft, fleshy, buttery, California style, but nothing overblown. There's plenty of new oak flavor, good ripe fruit, and enough acid to support the yellow apple and melon fruit.",US
7052,US,"A fine Chardonnay, which Ferrari-Carano can usually be depended on to produce. Shows crowd-pleasing flavors of pineapple jam, butterscotch, crème brûlée and vanilla custard. Easy to find, with 42,000 cases produced.",US
7053,US,"This Chardonnay marches to its own beat. It's not one of those oaky, ultra-ripe wines, but instead shows a dry, herb-infused minerality you might call Chablisian. Shows modest fruit flavors of pineapples, while the oak is restrained. Drink this elegant Chard now.",US
7054,US,"A very lush, fruity wine, if a bit soft, with flavors of pineapples, lemon custard, buttered toast and smoky vanilla. Satisfies for its richness and creamy texture.",US
7055,US,"The wine's a blend of top Chard growing regions, but it's a little thin in flavor, with watered-down apricot and peach flavors.",US
7056,US,"Shows nice pineapple tart, lemondrop, buttered toast and vanilla oak flavors, brightened with crisp acidity. Finishes quick and could be more concentrated, but it's a very good, elegant Chardonnay at a fair price.",US
7057,US,"A very nice Chardonnay marked by crisp dryness and fine structure, which highlights the pleasant varietal flavors. Offers a nice array of pineapples, peaches, apricots and green apples, accented by the smoky vanilla of oak and grounded in minerals.",US
7058,US,"Quite a nice Chardonnay, especially at this price. It's elegant and crisp, with a mineral undertow to the pineapple, buttered toast and honeysuckle flavors. Easy to like for its balance.",US
7059,US,"A junior version of the very fine Reserve, the '05 is ripe and forward in tropical fruit and flowery spice flavors, with an overlay of smoky, creamy oak. It's explosive, but balanced and controlled.",US
7060,US,"Here's a modest, likeable Chard, a bit soft, with pear, apple, peach and cream flavors. It's extremely well balanced, and has a satisfyingly long finish. Great with roast chicken or grilled fish with a brown butter sauce.",US
7061,US,"A beautifully elegant, refined Chardonnay. Because it's not overloaded with oak, it displays the basic finesse of the grapes from this cool-climate vineyard. Crisp and dry, it's rich and complex in citrus, tropical fruit, peach, mineral and honeysuckle flavors, at a fair price.",US
7062,US,"A little on the thin side, fruit-wise, although there's a wealth of toasty oak, and the wine possesses that bright acidity so associated with the vineyard and appellation. The flavors veer toward apricots and papayas. While official alcohol is only 14.5%, the finish is chili-pepper hot.",US
7063,US,"Here's a basic, Santa Barbara Chardonnay that shows off the region's cool-climate friendliness to the variety. It's dry and crisp and creamy, with pineapple, lime and oak flavors.",US
7064,US,"Solidly in the winery's house style, this is a clean, varietally true Chard, dry and balanced. It shows citrus, green apple and mineral flavors, while partial barrel fermentation adds elements of smoky cream and buttered toast.",US
7065,US,"Streamlined, with mineral, Mandarin orange and oak flavors. This pleasant Chard, from estate vineyards in the warm Sonoma Valley, is dry and balanced.",US
7066,US,"Bright and tart in green apple and pink grapefruit flavors that have high, puckery acidity, this Chard from the Sonoma side of the appellation is softened with the buttercream of oak and lees. Try with lemon chicken.",US
7067,US,"Shows mouthwatering acidity and long hangtime flavors of pineapple essence, papaya, butterscotch, vanilla crème brûlée and toast, yet for all that richness, finishes dry. This is a good price for all that richness.",US
7068,US,"A controversial wine due to its amazing power. It's just tremendous in apricot, peach, nectarine, marzipan and crème brûlée flavors, like some dainty from a great pastry chef. But this oversized quality makes it difficult to enjoy with food. Almost better on its own as a cocktail sipper.",US
7069,US,"Huge, rich, white Burgundy style Chardonnay. Has a pie-filling fruity richness of pineapples, lemondrop, pears, kiwi fruit and exotic kumquats, balanced with fine, minerally acidity, and wrapped into a buttercream texture. The oak is flamboyant, but perfectly in keeping with the wine's volume. Dazzling and dramatic, from a vineyard that just keeps performing better and better.",US
7070,US,"Guaranteed to please the most discriminating Chardonnay fans for its dry crispness, great structure and endless opulence. Massively complex, offering waves of grilled pineapple, pear, buttered toast and smoky vanilla. The grapes came mainly from Bien Nacido Vineyard, with the balance from Sierra Madre. Only 338 cases produced.",US
7071,US,"Bob Cabral's Chardonnays sometimes get lost in the brilliant glare of his Pinot Noirs, but he has spent years exploring the rich, flamboyant side of the variety, with great success. This bottling represents William Selyem Chardonnay at its best. It's ultra-decadent in apricot and pear flavors, with a strong oak influence, and yet an underlying minerality and fine acidity balance it so that it doesn't tire as you drink. In fact, you want more.",US
7072,US,"Massively rich, with pronounced, sweet, smoky oak flavors and a rich vein of tart, creamy lees highlighting the underlying fruity ripeness. Shows flavors of grilled pineapples, tropical mangoes and pears, balanced with crisp acids. Tremendously delicious and compelling.",US
7073,US,"Amazingly rich, one of the most opulent Chardonnays you can drink now. Just wows the mouth with pineapple, pear, exotic tropical fruit, crème brûlée, vanilla custard, buttered toast and cinnamon spice flavors that go on and on through the finish. Also shows fine, tart acidity, which provides needed balance. Yes, it's superripe, but this is what California Chardonnay does at its best.",US
7074,US,"Massive, opulent, oozing in pineapple créme brulée, honey, buttered toast and cinnamon spice flavors. Totally decadent, and fortunately set off with brisk, citrusy acidity. Calling all lobsters, and don't forget the drawn butter. Sheer hedonism in a glass, at a fantastic price.",US
7075,US,"Massively fruity and oaky, this is an atom bomb of a Chardonnay. You either love this style or you hate it. The pineapple tart, apricot, pear, peach, crème brûlée, buttered toast, vanilla cream and cinnamon spice flavors go on and on. Beyond the utter richness is firm acidity and a bracing minerality. Defines California-style decadence, but drink now, as the wine will quickly go downhill.",US
7076,US,"Superrich, ripe and flamboyant, if not particularly subtle. Dazzles for its tsunami of grilled pineapple custard, pear tart, golden mango and Key lime pie richness, accented with sweetly, caramelized oak, and brightened with brisk acidity. A racy, decadent crowd pleaser.",US
7077,US,"Nice and direct in ripe fruit and oak flavors, this is textbook proper Chardonnay. The flavors are of tropical fruits and spice, the texture is creamy, the finish is long and spicy.",US
7078,US,"Great price for a Chard of this quality. Dry, crisp and amply flavored in peaches and cream, tangerines and buttered toast, it has the richness of more costly wines.",US
7079,US,"Chard doesn't get any riper, unless it's late harvest. Floods the mouth with peach custard, pineapple, guava, nectarine and apple flavors, with a rich, creamy, oaky finish. It's a bit one-dimensional, but what a tasty dimension.",US
7080,US,"There's just too much oak on this otherwise fine Chard. It's like drinking toothpicks, all sweet vanilla char, toasted meringue and caramel. Too bad, because the underlying wine is filled with polished mineral and fruit flavors.",US
7081,US,"Oak stars in this Chard—too much oak, in fact. Vanilla, char, wood sap, woody spice and smoke tastes dominate the tropical fruit, peach and citrus flavors.",US
7082,US,"Made in a different style from most Sonoma Chards, this wine is less about fruit than minerals. It has a steely mouthfeel, with mouthwatering acidity and hints of citrus zest. Could almost be a Sauvignon Blanc.",France
7083,US,"From the cooler, southeast part of the valley, but the wine still has that heavy softness that so many Napa Chards have, with the flavor of pears and oak. Tasty enough, but lacks the vital spark you get from cooler climates.",US
7084,US,"Beaucoup butter, caramel and toasted nut flavors; 80% of this reserve Chardonnay went through malolactic. It's got plenty of fruit power and acid; but it's mostly the French oak barrel flavors that stand out at this young age.",US
7085,US,"Big, oaky and loaded with butterscotch, this is a lush take on Chardonnay, mixing rich streaks of tropical fruit and pear with new oak flavors powered by buttered toast and butterscotch. It's big, broad and yummy – what more do you want?",US
7086,US,"Still young-looking, with a touch of green to the pale yellow color, this wine offers white fruit aromas in addition to burnt popcorn. The oak is more subdued in the mouth, where toasty flavors play a secondary role to white fruits and citrus.",US
7087,US,"A nose of papaya, white fruit, and lemon verbena is pleasant, while the mouthfeel has nice balance, smooth and round without being fat. Has cantaloupe and tropical fruit in the mouth, then finishes with a pithy note.",US
7088,US,"Fruity and oaky, yet a little one-dimensional, this dry wine is sharply tart in acids, with an herbal, earthy note to the green apple and grapefruit juice flavors.",US
7089,US,"This elegant blend of stainless- and barrel-aged lots captures the fresh fruit flavors of red apples, kiwi and lime, letting just a hint of barrel toast creep into the finish. It's leesy and bracing, finished at 14.8% alcohol but tasting much lighter.",US
7090,US,"Dry and creamy, with peaches and cream, buttered toast and mineral flavors. The oak sticks out a little too much, and there's some bitterness that rich fare will help balance.",US
7091,US,"A beautiful, lush Chardonnay, made in the ripe California style. Rich and creamy, marked with brisk acidity, it shows wonderful flavors of pineapples, roasted marshmallows, buttered toast and vanilla, with a tart, spicy scour of lime. Brilliant and complex. The vineyards were a combination of Sierra Madre and Bien Nacido.",US
7092,US,"Shows amazingly ripe fruit, offering a blast of pineapple jam, apricot, tangerine, papaya and lime flavors. The acidity is crisp and tart, and the oak is rich and flamboyant, yet in keeping with the size of the underling wine. Super-rich and decadent, this Chardonnay is at its best soon.",US
7093,US,"Lots of exotic flavors in this barrel-fermented Chardonnay. Its deep in gold color, indicating richness and oak, and follows through with pineapples, mangos, tangerine sorbet, buttered toast, buttercotch, vanilla cream and cinnamon spice. Great price for a Chard this good.",US
7094,US,"Williams Selyem is now playing the unoaked game, and with their fruit sources, wow. Most winemakers would kill to put oak onto these grapes. The wine is tremendous in pineapples, pears, papayas and kiwi fruit. It's so rich, you won't even notice the absence of caramel and all those oaky influences.",US
7095,US,"It's common to complain that American oak isn't as good as French oak, but this wine disproves that. The wood shows up as rich in caramel, buttered toast and vanilla spice notes that provide a lovely counterpoint to the wine's grilled pineapple and lime fruit. This is a beautiful, interesting Chardonnay.",US
7096,US,"Here's a good everyday Chard, offering immediate pleasure in the ripe tropical fruit and peach flavors, creamy texture and smoky oak influence. It's a blend of Russian River and Alexander Valley.",US
7097,US,"Good price for a firm, steely Chardonnay that's elegant and dry through the finish. Minerals and citrus fruits mark it, with a Meyer lemon tartness given added richness from 25% new oak fermentation. Ready now.",US
7098,US,"Soft and sweet, although there's a lot going on, taste-wise. Flavors of pineapples, peaches, pears and vanilla are wrapped into an oaky, creamy package. But the wine would benefit from more acidity and less sweetness.",US
7099,US,"Good everyday Chard, a little minty, but rewards for its upfront pineapple pie, peaches and cream and vanilla smoke flavors. The tart acidity actually works to balance out the richness.",US
7100,US,"A good effort from New Jersey's Unionville, this delicate Chard offers harmonious flavors of tropical fruit and flowers, with a touch of spice to add complexity. Balanced acid keeps the wine clean and light.",US
7101,US,"The structure on this wine is just fine, with crisp, coastal acidity and low alcohol making for a clean, well-balanced Chard. Its weakness is in the thinness of flavor. The wine is watery, with mere traces of citrus fruits and peaches.",France
7102,US,"This soft, simple wine tastes more like Gewürztraminer than Chardonnay, with spice and wildflower notes to the apricots.",US
7103,US,"This is a hard and steely, with a sour lemon center and a vitamin finish. Perhaps with a great deal of airing it would fill in a bit, but there's not much going on.",US
7104,US,"Toasty oak cradles this wine, while flavors of yellow fruits shine through. The wine has a smooth, light body, with nice balance, and finishes crisp, with more oaky nuance.",US
